PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,"02807, USA",,,,,,,,,
Location:,"Lat, Lon: 41.17, -71.58",,,,,,,,,
Lat (deg N):,41.17,,,,,,,,,
Long (deg W):,71.58,,,,,,,,,
Elev (m):,23,,,,,,,,,
DC System Size (kW):,1,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.557,,,,,,,,,
Capacity Factor (%),"15.9	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
7,9,9,192,393,21,1,556.567,37.52,449.672,432.724
7,9,10,358,403,21,1,756.909,44.414,590.885,568.665
7,9,11,226,468,22,1,704.285,44.692,549.114,528.531
7,9,12,734,214,22,1,964.529,51.644,724.918,697.009
7,9,13,691,225,22,2,883.944,46.11,683.747,657.656
7,9,14,665,206,22,2,755.338,42.716,592.924,570.623
7,9,15,607,187,22,2,582.144,38.001,463.022,445.607
7,9,16,511,159,22,2,381.453,32.327,301.674,289.455
7,9,17,360,118,21,2,188.109,25.585,142.033,134.001
7,9,18,107,51,20,2,41.114,19.932,36.167,30.39
7,9,19,0,0,20,3,0,20,0,0
7,9,20,0,0,20,3,0,20,0,0
7,9,21,0,0,20,3,0,20,0,0
7,9,22,0,0,20,3,0,20,0,0
7,9,23,0,0,19,2,0,19,0,0
7,10,0,0,0,19,2,0,19,0,0
7,10,1,0,0,19,2,0,19,0,0
7,10,2,0,0,19,2,0,19,0,0
7,10,3,0,0,19,2,0,19,0,0
7,10,4,0,0,19,2,0,19,0,0
7,10,5,195,74,20,2,74.213,20.189,58.264,52.052
7,10,6,381,137,20,2,237.261,24.869,185.656,176.575
7,10,7,507,180,21,2,432.334,31.566,348.419,334.794
7,10,8,591,210,22,2,626.731,38.154,500.543,481.781
7,10,9,645,230,23,2,790.254,43.797,617.722,594.416
7,10,10,591,300,23,2,881.874,46.518,680.895,654.929
7,10,11,424,393,23,2,841.296,45.787,652.217,627.477
7,10,12,323,437,23,2,774.832,44.037,606.158,583.323
7,10,13,456,347,23,2,787.454,44.156,615.41,592.199
7,10,14,523,289,22,2,721.621,41.597,570.055,548.66
7,10,15,274,282,22,2,456.078,34.687,370.998,356.665
7,10,16,148,207,21,2,263.719,27.841,219.187,209.25
7,10,17,92,120,21,2,131.302,23.665,108.585,101.311
7,10,18,112,52,20,2,41.851,19.755,36.844,31.055
7,10,19,0,0,20,2,0,20,0,0
7,10,20,0,0,20,2,0,20,0,0
7,10,21,0,0,20,2,0,20,0,0
7,10,22,0,0,20,2,0,20,0,0
7,10,23,0,0,20,2,0,20,0,0
7,11,0,0,0,20,2,0,20,0,0
7,11,1,0,0,20,2,0,20,0,0
7,11,2,0,0,20,2,0,20,0,0
7,11,3,0,0,20,3,0,20,0,0
7,11,4,0,0,20,2,0,20,0,0
7,11,5,288,62,20,2,67.768,20.012,49.496,43.459
7,11,6,523,96,20,2,240.059,24.923,181.126,172.157
7,11,7,254,222,21,2,343.536,29.247,283.385,271.693
7,11,8,305,297,21,2,508.182,33.867,415.97,400.17
7,11,9,772,143,22,2,807.136,42.904,633.587,609.627
7,11,10,788,157,22,2,921.017,46.567,710.884,683.602
7,11,11,216,469,22,2,695.587,41.341,551.745,531.061
7,11,12,311,441,22,2,767.233,42.461,605.094,582.303
7,11,13,290,415,22,2,696.204,40.903,553.303,532.558
7,11,14,339,342,21,2,620.821,37.826,500.201,481.452
7,11,15,495,215,21,2,536.127,35.443,432.592,416.231
7,11,16,279,194,21,2,310.797,29.34,253.399,242.546
7,11,17,437,89,21,2,178.472,25.092,129.971,122.218
7,11,18,0,28,20,1,26.552,19.532,23.4,17.867
7,11,19,0,0,20,1,0,20,0,0
7,11,20,0,0,20,1,0,20,0,0
7,11,21,0,0,20,1,0,20,0,0
7,11,22,0,0,20,1,0,20,0,0
7,11,23,0,0,20,2,0,20,0,0
7,12,0,0,0,20,2,0,20,0,0
7,12,1,0,0,20,2,0,20,0,0
7,12,2,0,0,20,2,0,20,0,0
7,12,3,0,0,20,2,0,20,0,0
7,12,4,0,0,19,2,0,19,0,0
7,12,5,334,52,19,3,61.357,18.858,42.668,36.765
7,12,6,520,92,20,2,234.822,24.76,176.843,167.98
7,12,7,305,212,20,2,359.164,28.641,296.192,284.132
7,12,8,159,318,21,1,423.807,33.915,347.588,333.989
7,12,9,847,118,21,1,840.705,46.229,648.586,623.999
7,12,10,868,127,22,1,960.281,52.038,719.966,692.279
7,12,11,890,123,22,1,1022.359,54.136,758.112,728.691
7,12,12,900,117,23,1,1018.983,55.193,751.237,722.133
7,12,13,900,107,23,1,948.863,53.319,706.275,679.198
7,12,14,882,99,23,2,817.28,45.39,632.278,608.373
7,12,15,842,90,23,2,634.71,40.483,496.64,478.021
7,12,16,772,78,22,2,420.215,33.495,324.412,311.519
7,12,17,643,62,21,2,199.066,26.006,136.074,128.181
7,12,18,386,36,20,3,27.447,19.58,24.183,18.635
7,12,19,0,0,20,2,0,20,0,0
7,12,20,0,0,20,2,0,20,0,0
7,12,21,0,0,19,2,0,19,0,0
7,12,22,0,0,19,2,0,19,0,0
7,12,23,0,0,19,1,0,19,0,0
7,13,0,0,0,18,1,0,18,0,0
7,13,1,0,0,18,1,0,18,0,0
7,13,2,0,0,18,1,0,18,0,0
7,13,3,0,0,18,2,0,18,0,0
7,13,4,0,0,18,2,0,18,0,0
7,13,5,393,50,19,2,62.738,18.847,42.086,36.195
7,13,6,590,84,20,2,246.192,25.07,182.903,173.89
7,13,7,686,114,21,2,457.791,32.257,364.12,350.004
7,13,8,735,142,22,2,657.581,39.011,521.951,502.397
7,13,9,764,165,22,3,822.192,41.279,650.821,626.14
7,13,10,479,354,22,3,829.393,41.821,656.126,631.22
7,13,11,729,228,23,3,981.1,46.184,759.023,729.56
7,13,12,577,337,23,3,933.275,45.467,724.713,696.813
7,13,13,308,408,22,3,706.223,39.303,565.821,544.591
7,13,14,531,267,22,3,706.848,38.785,566.336,545.086
7,13,15,424,243,22,3,518.228,34.474,420.756,404.796
7,13,16,406,168,21,3,344.036,28.967,278.131,266.589
7,13,17,105,119,21,3,133.248,23.528,109.634,102.337
7,13,18,37,44,20,3,39.183,19.692,34.506,28.761
7,13,19,0,0,20,3,0,20,0,0
7,13,20,0,0,20,3,0,20,0,0
7,13,21,0,0,20,3,0,20,0,0
7,13,22,0,0,20,3,0,20,0,0
7,13,23,0,0,19,2,0,19,0,0
7,14,0,0,0,19,2,0,19,0,0
7,14,1,0,0,19,2,0,19,0,0
7,14,2,0,0,19,2,0,19,0,0
7,14,3,0,0,19,1,0,19,0,0
7,14,4,0,0,19,1,0,19,0,0
7,14,5,331,56,19,0,63.614,18.171,45.318,39.363
7,14,6,558,91,20,0,243.335,28.106,179.336,170.411
7,14,7,698,109,21,0,458.227,38.371,353.309,339.533
7,14,8,466,242,22,0,569.037,44.404,440.713,424.074
7,14,9,835,124,23,1,836.095,48.565,637.163,613.054
7,14,10,827,151,23,1,951.761,52.721,710.959,683.674
7,14,11,834,157,23,2,1008.408,50.037,764.458,734.743
7,14,12,827,159,23,2,996.752,49.914,756.097,726.769
7,14,13,788,170,23,2,915.302,47.915,701.302,674.444
7,14,14,753,162,22,2,780.891,43.439,610.527,587.515
7,14,15,701,146,22,2,602.491,38.592,477.01,459.099
7,14,16,334,182,21,2,323.688,29.891,261.922,250.834
7,14,17,225,113,21,2,153.837,24.474,120.456,112.918
7,14,18,82,46,20,2,39.092,19.757,34.416,28.673
7,14,19,0,0,20,2,0,20,0,0
7,14,20,0,0,20,3,0,20,0,0
7,14,21,0,0,20,2,0,20,0,0
7,14,22,0,0,20,2,0,20,0,0
7,14,23,0,0,20,2,0,20,0,0
7,15,0,0,0,20,3,0,20,0,0
7,15,1,0,0,20,3,0,20,0,0
7,15,2,0,0,20,3,0,20,0,0
7,15,3,0,0,20,3,0,20,0,0
7,15,4,0,0,20,3,0,20,0,0
7,15,5,230,66,20,3,67.87,20.039,52.177,46.086
7,15,6,451,116,21,3,235.217,25.259,179.94,171
7,15,7,297,211,21,3,353.632,28.488,291.841,279.907
7,15,8,299,296,22,3,502.729,33.263,412.707,397.017
7,15,9,462,304,22,3,707.238,38.316,568.665,547.324
7,15,10,483,352,23,3,831.362,42.572,655.159,630.295
7,15,11,470,385,23,3,880.23,43.948,688.936,662.62
7,15,12,481,379,23,4,880.808,42.189,695.63,669.021
7,15,13,577,304,23,4,857.598,41.711,678.652,652.783
7,15,14,570,252,22,4,723.648,37.899,582.297,560.419
7,15,15,94,287,22,4,338.891,29.481,283.979,272.27
7,15,16,180,203,22,3,274.251,27.88,227.11,216.965
7,15,17,21,109,21,3,106.499,22.706,91.356,84.456
7,15,18,0,27,21,3,25.603,20.317,22.482,16.967
7,15,19,0,0,21,3,0,21,0,0
7,15,20,0,0,20,3,0,20,0,0
7,15,21,0,0,20,3,0,20,0,0
7,15,22,0,0,20,3,0,20,0,0
7,15,23,0,0,20,3,0,20,0,0
7,16,0,0,0,20,2,0,20,0,0
7,16,1,0,0,20,1,0,20,0,0
7,16,2,0,0,20,1,0,20,0,0
7,16,3,0,0,19,1,0,19,0,0
7,16,4,0,0,19,1,0,19,0,0
7,16,5,147,70,19,1,66.56,18.873,54.115,47.985
7,16,6,344,138,20,1,224.925,25.393,176.155,167.308
7,16,7,491,179,21,2,421.144,31.235,339.749,326.391
7,16,8,323,289,22,1,512.242,37.792,411.046,395.41
7,16,9,36,328,23,1,353.568,34.47,290.187,278.301
7,16,10,61,407,23,1,463.644,37.047,375.787,361.301
7,16,11,286,450,23,1,755.561,45.911,585.373,563.373
7,16,12,8,196,23,1,196.482,30.829,164.192,155.636
7,16,13,120,427,23,1,544.498,38.75,437.53,421.001
7,16,14,176,371,22,1,513.583,38.363,413.012,397.311
7,16,15,45,263,22,1,284.052,31.386,236.228,225.84
7,16,16,64,196,22,1,215.021,28.171,180.096,171.152
7,16,17,90,117,21,1,128.124,24.061,105.736,98.525
7,16,18,0,10,20,1,9.46,18.698,8.369,3.115
7,16,19,0,0,20,1,0,20,0,0
7,16,20,0,0,20,0,0,20,0,0
7,16,21,0,0,20,0,0,20,0,0
7,16,22,0,0,20,0,0,20,0,0
7,16,23,0,0,19,0,0,19,0,0
7,17,0,0,0,19,0,0,19,0,0
7,17,1,0,0,19,0,0,19,0,0
7,17,2,0,0,19,1,0,19,0,0
7,17,3,0,0,19,1,0,19,0,0
7,17,4,0,0,19,1,0,19,0,0
7,17,5,166,67,19,1,64.797,18.814,52.072,45.984
7,17,6,364,133,20,1,226.059,25.421,176.09,167.245
7,17,7,503,176,21,1,423.824,33.314,338.218,324.907
7,17,8,591,206,22,1,620.889,40.961,488.724,470.392
7,17,9,650,224,22,1,787.588,46.477,607.076,584.205
7,17,10,710,219,23,1,914.263,51.53,687.366,661.118
7,17,11,735,218,23,1,977.306,53.693,726.453,698.475
7,17,12,744,209,23,0,970.9,60.121,696.472,669.826
7,17,13,732,200,23,0,898.178,58.038,651.507,626.797
7,17,14,704,184,23,0,766.114,53.855,566.967,545.692
7,17,15,357,259,22,0,487.43,43.713,378.195,363.632
7,17,16,293,188,22,0,311.365,36.078,245.226,234.596
7,17,17,299,103,21,1,160.587,25.583,121.644,114.08
7,17,18,144,46,20,1,37.326,19.794,32.856,27.143
7,17,19,0,0,20,2,0,20,0,0
7,17,20,0,0,19,2,0,19,0,0
7,17,21,0,0,19,2,0,19,0,0
7,17,22,0,0,19,2,0,19,0,0
7,17,23,0,0,19,1,0,19,0,0
7,18,0,0,0,19,1,0,19,0,0
7,18,1,0,0,19,1,0,19,0,0
7,18,2,0,0,19,1,0,19,0,0
7,18,3,0,0,19,1,0,19,0,0
7,18,4,0,0,19,2,0,19,0,0
7,18,5,25,60,20,2,55.063,19.663,47.731,41.729
7,18,6,105,137,20,2,157.436,22.649,131.563,123.773
7,18,7,381,191,21,2,377.807,29.883,308.116,295.708
7,18,8,3,178,21,2,172.165,25.146,147.797,139.631
7,18,9,0,50,21,2,47.592,21.079,41.645,35.762
7,18,10,0,54,22,2,51.466,21.785,44.888,38.941
7,18,11,0,96,22,2,91.764,22.897,79.623,72.971
7,18,12,3,153,21,2,149.75,23.585,129.521,121.778
7,18,13,16,287,21,2,292.111,27.594,247.913,237.21
7,18,14,0,133,21,2,126.996,23.644,109.81,102.509
7,18,15,137,291,22,2,374.34,30.697,311.475,298.968
7,18,16,0,96,22,2,91.23,23.973,78.764,72.13
7,18,17,0,61,21,2,57.924,21.084,50.684,44.623
7,18,18,152,45,21,1,36.568,20.256,32.12,26.421
7,18,19,0,0,21,1,0,21,0,0
7,18,20,0,0,20,1,0,20,0,0
7,18,21,0,0,20,1,0,20,0,0
7,18,22,0,0,20,1,0,20,0,0
7,18,23,0,0,20,1,0,20,0,0
7,19,0,0,0,20,2,0,20,0,0
7,19,1,0,0,20,2,0,20,0,0
7,19,2,0,0,20,2,0,20,0,0
7,19,3,0,0,20,2,0,20,0,0
7,19,4,0,0,20,1,0,20,0,0
7,19,5,202,63,20,0,62.606,19.184,49.202,43.17
7,19,6,31,128,21,0,128.621,24.361,109.316,102.026
7,19,7,58,213,22,0,232.835,30.327,193.664,184.382
7,19,8,218,307,23,1,453.491,36.214,367.304,353.088
7,19,9,206,384,23,1,559.915,40.294,446.064,429.24
7,19,10,391,380,23,1,765.746,46.577,591.081,568.853
7,19,11,219,464,23,2,694.845,41.834,549.774,529.165
7,19,12,88,447,23,2,536.029,37.628,433.217,416.835
7,19,13,376,378,23,2,739.951,42.283,583.912,561.97
7,19,14,110,365,22,2,448.881,34.559,368.004,353.766
7,19,15,6,189,22,2,184.418,26.719,157.103,148.716
7,19,16,0,85,22,2,80.797,23.05,70.057,63.603
7,19,17,0,8,21,2,7.572,19.667,6.669,1.446
7,19,18,0,8,21,2,7.566,19.414,6.671,1.448
7,19,19,0,0,21,3,0,21,0,0
7,19,20,0,0,21,3,0,21,0,0
7,19,21,0,0,21,4,0,21,0,0
7,19,22,0,0,21,4,0,21,0,0
7,19,23,0,0,21,4,0,21,0,0
7,20,0,0,0,21,4,0,21,0,0
7,20,1,0,0,21,4,0,21,0,0
7,20,2,0,0,21,4,0,21,0,0
7,20,3,0,0,21,4,0,21,0,0
7,20,4,0,0,21,4,0,21,0,0
7,20,5,97,56,21,4,53.544,20.756,44.103,38.172
7,20,6,0,73,21,4,69.273,21.216,60.578,54.318
7,20,7,0,74,21,4,70.326,21.273,61.482,55.204
7,20,8,403,264,22,3,546.46,33.589,447.183,430.321
7,20,9,16,270,22,3,273.63,28.384,231.327,221.07
7,20,10,432,361,23,3,792.533,40.696,630.569,606.735
7,20,11,421,390,23,3,837.191,42.898,658.8,633.781
7,20,12,227,458,23,3,694.737,39.796,555.4,534.575
7,20,13,68,401,23,3,462.615,34.153,380.339,365.708
7,20,14,114,365,23,3,458.155,33.49,377.578,363.035
7,20,15,547,192,23,3,547.194,35.534,440.821,424.179
7,20,16,723,81,22,3,400.12,31.35,312.27,299.739
7,20,17,398,89,22,2,168.384,26.13,122.679,115.091
7,20,18,266,39,21,2,30.117,20.587,26.413,20.823
7,20,19,0,0,21,3,0,21,0,0
7,20,20,0,0,20,3,0,20,0,0
7,20,21,0,0,19,3,0,19,0,0
7,20,22,0,0,19,4,0,19,0,0
7,20,23,0,0,18,4,0,18,0,0
7,21,0,0,0,18,3,0,18,0,0
7,21,1,0,0,18,3,0,18,0,0
7,21,2,0,0,17,3,0,17,0,0
7,21,3,0,0,17,3,0,17,0,0
7,21,4,0,0,17,3,0,17,0,0
7,21,5,60,55,17,3,50.963,16.56,43.791,37.866
7,21,6,158,134,18,3,168.751,20.578,140.049,132.064
7,21,7,187,221,18,3,305.993,24.177,259.314,248.298
7,21,8,199,308,19,2,441.481,30.036,368.636,354.378
7,21,9,317,359,20,2,634.59,36.426,515.274,495.969
7,21,10,446,355,21,1,799.947,45.927,619.568,596.187
7,21,11,493,374,22,1,893.361,50.076,677.105,651.303
7,21,12,463,376,22,0,861.283,55.679,633.295,609.348
7,21,13,336,395,23,0,720.658,52.318,539.51,519.294
7,21,14,367,331,22,1,633.968,42.566,498.618,479.927
7,21,15,445,230,22,1,519.411,38.915,412.241,396.565
7,21,16,419,167,21,1,348.241,32.37,276.56,265.062
7,21,17,88,114,20,2,124.774,22.759,103.563,96.399
7,21,18,41,39,20,2,33.55,19.504,29.571,23.921
7,21,19,0,0,20,1,0,20,0,0
7,21,20,0,0,19,1,0,19,0,0
7,21,21,0,0,19,1,0,19,0,0
7,21,22,0,0,19,1,0,19,0,0
7,21,23,0,0,19,1,0,19,0,0
7,22,0,0,0,19,2,0,19,0,0
7,22,1,0,0,19,2,0,19,0,0
7,22,2,0,0,19,3,0,19,0,0
7,22,3,0,0,18,3,0,18,0,0
7,22,4,0,0,18,3,0,18,0,0
7,22,5,330,49,18,3,53.667,17.648,38.467,32.646
7,22,6,553,80,19,3,226.684,22.993,169.007,160.335
7,22,7,281,207,20,3,340.784,27.159,282.971,271.292
7,22,8,489,228,21,3,569.722,33.79,465.151,447.661
7,22,9,602,248,21,3,770.59,38.934,617.44,594.147
7,22,10,552,320,22,3,865.33,42.508,682.13,656.11
7,22,11,468,377,22,3,871.567,42.864,685.969,659.782
7,22,12,868,138,22,3,1009.667,45.95,782.055,751.518
7,22,13,868,125,22,3,938.55,44.685,731.312,703.115
7,22,14,834,120,22,3,803.672,41.511,634.371,610.379
7,22,15,781,110,22,3,616.362,36.956,491.202,472.781
7,22,16,691,97,21,4,400.499,29.585,316.109,303.464
7,22,17,537,75,20,4,185.244,23.476,131.252,123.469
7,22,18,248,38,19,4,29.402,18.576,26.025,20.442
7,22,19,0,0,19,4,0,19,0,0
7,22,20,0,0,18,4,0,18,0,0
7,22,21,0,0,18,4,0,18,0,0
7,22,22,0,0,18,5,0,18,0,0
7,22,23,0,0,18,5,0,18,0,0
7,23,0,0,0,18,5,0,18,0,0
7,23,1,0,0,18,5,0,18,0,0
7,23,2,0,0,18,5,0,18,0,0
7,23,3,0,0,18,6,0,18,0,0
7,23,4,0,0,18,6,0,18,0,0
7,23,5,0,10,18,6,9.46,17,8.433,3.178
7,23,6,0,5,18,7,4.733,17.03,4.219,0
7,23,7,0,127,18,7,120.795,18.896,106.764,99.53
7,23,8,0,149,19,7,142.232,20.38,124.859,117.222
7,23,9,14,258,19,6,260.286,22.634,226.092,215.974
7,23,10,4,161,19,6,158.179,20.987,138.47,130.521
7,23,11,8,192,20,6,192.747,22.478,167.572,158.934
7,23,12,16,301,20,6,307.646,24.549,264.889,253.719
7,23,13,10,229,20,6,229.791,23.327,198.982,189.566
7,23,14,59,338,20,5,380.998,26.564,324.752,311.849
7,23,15,32,246,21,5,259.54,25.456,222.144,212.129
7,23,16,34,180,20,4,186.9,23.217,160.884,152.407
7,23,17,0,69,20,3,65.335,20.467,57.332,51.138
7,23,18,279,34,20,3,26.682,19.21,23.549,18.013
7,23,19,0,0,20,2,0,20,0,0
7,23,20,0,0,20,2,0,20,0,0
7,23,21,0,0,20,3,0,20,0,0
7,23,22,0,0,19,3,0,19,0,0
7,23,23,0,0,19,4,0,19,0,0
7,24,0,0,0,19,4,0,19,0,0
7,24,1,0,0,19,4,0,19,0,0
7,24,2,0,0,18,4,0,18,0,0
7,24,3,0,0,18,4,0,18,0,0
7,24,4,0,0,18,4,0,18,0,0
7,24,5,382,45,18,4,51.791,17.654,35.935,30.163
7,24,6,524,84,19,4,221.657,22.528,166.339,157.731
7,24,7,716,92,19,3,445.296,28.609,358.627,344.684
7,24,8,835,98,20,3,674.724,35.473,544.137,523.744
7,24,9,872,107,21,3,847.643,40.919,671.937,646.356
7,24,10,877,124,21,3,964.974,43.943,754.999,725.721
7,24,11,882,130,22,3,1022.086,46.434,789.698,758.8
7,24,12,506,362,22,2,890.488,46.432,688.018,661.742
7,24,13,613,279,22,2,868.422,45.519,673.849,648.187
7,24,14,826,125,23,2,802.145,44.787,622.602,599.096
7,24,15,763,119,22,2,613.406,38.931,484.145,465.978
7,24,16,664,106,22,2,396.798,32.823,308.808,296.38
7,24,17,499,82,21,3,182.936,24.85,130.418,122.654
7,24,18,214,38,20,3,29.509,19.588,25.999,20.417
7,24,19,0,0,20,3,0,20,0,0
7,24,20,0,0,20,3,0,20,0,0
7,24,21,0,0,20,3,0,20,0,0
7,24,22,0,0,19,2,0,19,0,0
7,24,23,0,0,19,2,0,19,0,0
7,25,0,0,0,19,2,0,19,0,0
7,25,1,0,0,19,1,0,19,0,0
7,25,2,0,0,19,1,0,19,0,0
7,25,3,0,0,19,1,0,19,0,0
7,25,4,0,0,19,0,0,19,0,0
7,25,5,98,52,19,0,49.293,17.5,41.331,35.454
7,25,6,506,95,20,0,226.925,27.314,167.948,159.302
7,25,7,302,201,21,0,344.825,34.294,276.134,264.648
7,25,8,350,274,22,0,515.372,41.943,404.674,389.25
7,25,9,775,153,23,0,817.325,53.351,607.112,584.239
7,25,10,500,337,23,0,833.614,55.409,613.716,590.575
7,25,11,844,146,23,0,1000.288,60.27,716.968,689.416
7,25,12,847,143,23,0,993.976,60.881,709.969,682.727
7,25,13,495,327,23,0,806.567,55.525,593.318,571.001
7,25,14,583,239,23,0,723.688,52.117,540.838,520.571
7,25,15,747,119,23,0,602.869,47.998,454.133,437.029
7,25,16,679,96,22,0,392.914,39.624,294.961,282.937
7,25,17,537,71,21,1,179.845,26.592,124.657,117.024
7,25,18,261,34,21,1,26.317,20.563,23.083,17.556
7,25,19,0,0,20,1,0,20,0,0
7,25,20,0,0,20,1,0,20,0,0
7,25,21,0,0,20,1,0,20,0,0
7,25,22,0,0,20,1,0,20,0,0
7,25,23,0,0,20,1,0,20,0,0
7,26,0,0,0,19,1,0,19,0,0
7,26,1,0,0,19,1,0,19,0,0
7,26,2,0,0,19,1,0,19,0,0
7,26,3,0,0,19,1,0,19,0,0
7,26,4,0,0,19,1,0,19,0,0
7,26,5,370,41,20,0,46.571,18.421,32.094,26.396
7,26,6,607,69,21,0,228.13,28.353,163.129,154.598
7,26,7,730,86,22,0,445.021,38.787,340.511,327.13
7,26,8,801,97,23,0,651.554,47.885,493.205,474.711
7,26,9,845,104,24,0,821.464,55.119,604.196,581.441
7,26,10,861,114,24,0,939.406,59.392,676.403,650.63
7,26,11,868,119,24,1,996.825,55.231,734.769,706.416
7,26,12,863,121,24,1,987.463,55.189,728.013,699.965
7,26,13,835,126,23,1,908.769,52.129,680.803,654.841
7,26,14,498,269,23,1,683.455,45.664,528.678,508.872
7,26,15,582,176,23,1,555.118,41.121,434.447,418.023
7,26,16,253,186,22,1,291.268,31.797,234.712,224.365
7,26,17,488,76,22,1,173.841,26.912,121.945,114.373
7,26,18,216,34,21,1,26.351,20.533,23.116,17.589
7,26,19,0,0,21,1,0,21,0,0
7,26,20,0,0,21,1,0,21,0,0
7,26,21,0,0,21,1,0,21,0,0
7,26,22,0,0,21,1,0,21,0,0
7,26,23,0,0,21,1,0,21,0,0
7,27,0,0,0,21,1,0,21,0,0
7,27,1,0,0,21,1,0,21,0,0
7,27,2,0,0,21,1,0,21,0,0
7,27,3,0,0,21,1,0,21,0,0
7,27,4,0,0,21,1,0,21,0,0
7,27,5,0,6,21,0,5.673,17.645,5.043,0
7,27,6,0,99,22,0,93.448,22.974,81.055,74.373
7,27,7,13,174,22,0,171.975,27.576,145.65,137.534
7,27,8,249,295,23,0,467.487,40.142,371.002,356.669
7,27,9,817,114,23,1,808.048,47.392,619.495,596.117
7,27,10,462,345,23,1,805.971,48.658,615.338,592.13
7,27,11,193,460,23,2,666.386,41.242,528.848,509.035
7,27,12,458,371,23,2,852.504,45.446,662.067,636.909
7,27,13,367,378,23,2,732.982,43.034,576.187,554.551
7,27,14,337,332,23,1,611.325,42.928,479.949,461.933
7,27,15,762,100,23,1,592.229,41.885,460.117,442.805
7,27,16,688,83,22,1,383.462,34.737,294.079,282.081
7,27,17,542,64,22,1,172.939,27.333,118.026,110.542
7,27,18,253,31,22,1,24.387,21.496,21.298,15.805
7,27,19,0,0,22,1,0,22,0,0
7,27,20,0,0,22,1,0,22,0,0
7,27,21,0,0,22,1,0,22,0,0
7,27,22,0,0,22,2,0,22,0,0
7,27,23,0,0,22,2,0,22,0,0
7,28,0,0,0,22,2,0,22,0,0
7,28,1,0,0,22,2,0,22,0,0
7,28,2,0,0,21,2,0,21,0,0
7,28,3,0,0,21,2,0,21,0,0
7,28,4,0,0,21,2,0,21,0,0
7,28,5,0,40,22,1,37.462,21.02,32.79,27.078
7,28,6,429,96,22,1,204.776,26.642,153.271,144.976
7,28,7,680,99,22,1,432.344,34.465,338.584,325.261
7,28,8,735,124,22,1,633.727,41.366,496.5,477.886
7,28,9,754,151,23,1,797.291,47.743,610.225,587.226
7,28,10,320,405,23,1,725.658,46.398,560.674,539.645
7,28,11,738,201,23,1,963.81,52.636,720.534,692.822
7,28,12,721,210,24,1,950.53,54.087,705.016,677.994
7,28,13,697,208,23,2,874.85,46.802,674.257,648.577
7,28,14,655,198,23,2,740.494,43.285,579.518,557.75
7,28,15,588,180,23,2,562.298,38.432,446.045,429.222
7,28,16,476,153,23,2,357.574,32.639,281.943,270.292
7,28,17,303,109,22,2,163.836,25.868,123.888,116.273
7,28,18,76,35,22,2,28.761,21.562,25.111,19.546
7,28,19,0,0,22,2,0,22,0,0
7,28,20,0,0,22,2,0,22,0,0
7,28,21,0,0,22,2,0,22,0,0
7,28,22,0,0,22,2,0,22,0,0
7,28,23,0,0,22,2,0,22,0,0
7,29,0,0,0,21,2,0,21,0,0
7,29,1,0,0,21,1,0,21,0,0
7,29,2,0,0,21,1,0,21,0,0
7,29,3,0,0,21,1,0,21,0,0
7,29,4,0,0,21,1,0,21,0,0
7,29,5,75,53,22,1,48.4,21.379,40.646,34.783
7,29,6,251,143,22,1,200.758,26.568,158.719,150.295
7,29,7,91,212,23,1,248.06,29.81,206.068,196.471
7,29,8,492,242,23,1,584.852,40.15,462.592,445.192
7,29,9,43,330,24,1,362.815,36.055,295.437,283.399
7,29,10,198,431,24,1,628.763,42.871,494.788,476.236
7,29,11,306,435,24,1,763.108,47.726,585.626,563.616
7,29,12,293,435,24,1,747.396,47.815,573.292,551.769
7,29,13,190,421,24,1,605.725,43.788,474.373,456.556
7,29,14,336,331,23,1,609.594,42.358,479.978,461.96
7,29,15,410,235,23,1,501.195,39.252,397.189,382.01
7,29,16,168,192,23,1,258.011,31.529,209.801,200.108
7,29,17,113,106,22,1,121.962,25.1,98.631,91.575
7,29,18,9,31,22,1,28.094,21.35,24.552,18.997
7,29,19,0,0,22,1,0,22,0,0
7,29,20,0,0,22,1,0,22,0,0
7,29,21,0,0,22,1,0,22,0,0
7,29,22,0,0,22,1,0,22,0,0
7,29,23,0,0,22,1,0,22,0,0
7,30,0,0,0,22,1,0,22,0,0
7,30,1,0,0,22,1,0,22,0,0
7,30,2,0,0,22,1,0,22,0,0
7,30,3,0,0,22,1,0,22,0,0
7,30,4,0,0,22,1,0,22,0,0
7,30,5,186,51,22,1,48.585,21.386,38.526,32.703
7,30,6,80,125,22,1,138.401,24.57,115.125,107.706
7,30,7,558,141,24,1,414.298,35.611,324.774,311.87
7,30,8,659,158,25,1,616.912,43.713,477.977,460.032
7,30,9,723,168,25,1,790.895,49.399,600.095,577.506
